"","sex","age","agegr","placesize","region","edu","eduspec","socprof","unempdur","income","marital","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","bmi"
"3402","FEMALE",25,"25-34","RURAL AREAS","Podlaskie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",165,60,22.038567493113
"3403","MALE",52,"45-59","URBAN 100,000-200,000","Wielkopolskie","SECONDARY","no specialisation","SELF-EMPLOYED",0,3000,"MARRIED","PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",2,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",165,69,25.3443526170799
"3404","MALE",59,"45-59","URBAN 20,000-100,000","Swietokrzyskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",24,800,"SINGLE","MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",176,70,22.5981404958678
"3405","FEMALE",46,"45-59","RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MOSTLY SATISFIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",2,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",167,58,20.7967298935064
"3406","FEMALE",27,"25-34","URBAN 100,000-200,000","Malopolskie","SECONDARY","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",7,700,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",12,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",169,60,21.0076677987465
"3407","FEMALE",38,"35-44","URBAN 20,000-100,000","Podlaskie","SECONDARY","architecture and construction","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",176,83,26.7949380165289
"3408","MALE",24,"16-24","URBAN BELOW 20,000","Lubuskie","PRIMARY/NO EDUCATION","no specialisation","UNEMPLOYED",24,1300,"SINGLE","MOSTLY SATISFIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",8,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",184,72,21.2665406427221
"3409","MALE",96,"65+","URBAN BELOW 20,000","Malopolskie","SECONDARY","armed forces and country protection","RETIRED",0,2450,"WIDOWED","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",165,70,25.7116620752984
"3410","FEMALE",18,"16-24","URBAN 100,000-200,000","Mazowieckie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,64,22.1453287197232
"3411","FEMALE",26,"25-34","URBAN 20,000-100,000","Slaskie","POST-SECONDARY OR HIGHER","social sciences","UNEMPLOYED",8,0,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",156,52,21.3675213675214
"3412","MALE",31,"25-34","RURAL AREAS","Pomorskie","SECONDARY","agriculture, forestry, fishing","SELF-EMPLOYED",0,4000,"MARRIED","DELIGHTED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",178,75,23.6712536295922
"3413","FEMALE",19,"16-24","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",14,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",164,52,19.3337299226651
"3414","FEMALE",41,"35-44","URBAN 100,000-200,000","Podkarpackie","POST-SECONDARY OR HIGHER","mathematics and statistics","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",164,65,24.1671624033314
"3415","FEMALE",42,"35-44","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","services for the population and transport services","UNEMPLOYED",24,380,"MARRIED","MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",2,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",170,71,24.5674740484429
"3416","FEMALE",48,"45-59","RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",24,0,"SINGLE","MIXED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",8,"NO",0,"YES","YES","NO","0","NO",NA,NA,"NONE",147,80,37.0216113656347
"3417","FEMALE",43,"35-44","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","no specialisation","FARMER",0,0,"MARRIED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",20,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",174,82,27.0841590698903
"3418","MALE",50,"45-59","URBAN 100,000-200,000","Swietokrzyskie","SECONDARY","architecture and construction","SELF-EMPLOYED",0,3500,"MARRIED","DELIGHTED",0,"IT`S DIFFICULT TO TELL","NO","NO","NO",10,"YES",40,"YES","NO","NO","0","NO",NA,NA,"NONE",176,73,23.566632231405
"3419","FEMALE",57,"45-59","RURAL AREAS","Swietokrzyskie","SECONDARY","no specialisation","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED","PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",150,90,40
"3420","MALE",87,"65+","URBAN 20,000-100,000","Kujawsko-pomorskie","SECONDARY","technical science","RETIRED",0,1700,"MARRIED","MOSTLY DISSATISFIED",18,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",176,78,25.1807851239669
"3421","MALE",57,"45-59","URBAN 100,000-200,000","Dolnoslaskie","SECONDARY","technical science","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"YES",6,"NO","NO","NO","0","NO",NA,NA,"NONE",176,83,26.7949380165289
"3422","FEMALE",29,"25-34","URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","journalism and information","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED","MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",166,56,20.3222528668892
"3423","MALE",61,"60-64","RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1600,"MARRIED","MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,99,34.2560553633218
"3424","FEMALE",77,"65+","RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,910,"WIDOWED","MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,62,24.21875
"3425","MALE",60,"60-64","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","technical science","LONG-TERM SICK/DISABLED",0,0,"MARRIED","MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",25,"NO","NO","NO","0","NO",NA,NA,"NONE",152,69,29.8649584487535
"3426","MALE",34,"25-34","URBAN 200,000-500,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",25,"NO","NO","NO","0","NO",NA,NA,"NONE",183,75,22.3954134193317
"3427","MALE",46,"45-59","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","architecture and construction","UNEMPLOYED",24,0,"SINGLE","MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"YES","YES","NO","0","NO",NA,NA,"NONE",176,72,23.2438016528926
"3428","MALE",47,"45-59","RURAL AREAS","Lubuskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",20,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,95,31.0204081632653
"3429","FEMALE",55,"45-59","RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","architecture and construction","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED","PLEASED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",165,62,22.77318640955
"3430","FEMALE",55,"45-59","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PUBLIC SECTOR",0,5000,"MARRIED","MOSTLY DISSATISFIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,85,29.4117647058824
"3431","MALE",46,"45-59","RURAL AREAS","Lodzkie","SECONDARY","agriculture, forestry, fishing","FARMER",0,0,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",118,106,76.1275495547257
"3432","FEMALE",52,"45-59","URBAN 100,000-200,000","Mazowieckie","VOCATIONAL/GRAMMAR","biological sciences","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",155,54,22.4765868886576
"3433","FEMALE",64,"60-64","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","services for the population and transport services","RETIRED",0,830,"MARRIED","PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,65,24.1671624033314
"3434","MALE",73,"65+","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","not applicable","RETIRED",0,800,"MARRIED","MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,76,26.2975778546713
"3435","MALE",29,"25-34","URBAN 100,000-200,000","Lodzkie","SECONDARY","computer science","EMPLOYED IN PRIVATE SECTOR",0,2100,"DIVORCED","MIXED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",1,"YES",18,"NO","NO","NO","0","NO",NA,NA,"NONE",173,80,26.7299274950717
"3436","MALE",66,"65+","RURAL AREAS","Lubuskie","VOCATIONAL/GRAMMAR","services for the population and transport services","RETIRED",24,1100,"MARRIED","MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,105,37.202380952381
"3437","MALE",66,"65+","URBAN 100,000-200,000","Slaskie","SECONDARY","technical science","RETIRED",24,2400,"MARRIED","PLEASED",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",4,"NO",0,"NO","NO","YES","6","NO",NA,NA,"NONE",160,75,29.296875
"3438","FEMALE",66,"65+","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,714,"MARRIED","MIXED",5,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,75,27.8851873884593
"3439","FEMALE",68,"65+","URBAN BELOW 20,000","Mazowieckie","POST-SECONDARY OR HIGHER","social sciences","RETIRED",0,1200,"MARRIED","MOSTLY SATISFIED",11,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",156,64,26.2984878369494
"3440","MALE",53,"45-59","RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",0,1000,"MARRIED","MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",178,90,28.4055043555107
"3441","MALE",66,"65+","URBAN BELOW 20,000","Pomorskie","SECONDARY","technical science","RETIRED",0,2000,"MARRIED","PLEASED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,78,27.6360544217687
"3442","MALE",20,"16-24","URBAN 100,000-200,000","Swietokrzyskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",10,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GREAT BRITAIN","ACTIVE",176,70,22.5981404958678
"3443","MALE",68,"65+","URBAN 200,000-500,000","Dolnoslaskie","SECONDARY","technical science","RETIRED",0,1200,"MARRIED","MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"YES",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,95,34.8943985307622
"3444","FEMALE",17,"16-24","URBAN 100,000-200,000","Wielkopolskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",161,46,17.7462289263531
"3445","MALE",49,"45-59","RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","technical science","UNEMPLOYED",24,0,"SINGLE","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",160,80,31.25
"3446","FEMALE",47,"45-59","URBAN 20,000-100,000","Swietokrzyskie","POST-SECONDARY OR HIGHER","art","EMPLOYED IN PUBLIC SECTOR",0,1800,"DIVORCED","UNHAPPY",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",173,85,28.4005479635136
"3447","FEMALE",36,"35-44","URBAN BELOW 20,000","Lubuskie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PRIVATE SECTOR",12,1000,"MARRIED","MIXED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",1,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",158,54,21.6311488543503
"3448","FEMALE",19,"16-24","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GREAT BRITAIN","ACTIVE",173,59,19.7133215276154
"3449","FEMALE",21,"16-24","RURAL AREAS","Lubuskie","SECONDARY","other","PUPIL OR STUDENT",7,0,"SINGLE","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",164,91,33.8340273646639
"3450","FEMALE",45,"45-59","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","FARMER",0,600,"MARRIED","MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"YES",2,"NO","NO","NO","0","NO",NA,NA,"NONE",154,48,20.2395007589813
"3451","FEMALE",23,"16-24","URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,900,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",162,60,22.8623685413809
"3452","MALE",86,"65+","URBAN BELOW 20,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,1260,"WIDOWED","MIXED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",172,85,28.7317468902109
"3453","MALE",25,"25-34","RURAL AREAS","Podkarpackie","SECONDARY","agriculture, forestry, fishing","EMPLOYED IN PRIVATE SECTOR",18,1050,"SINGLE","MOSTLY DISSATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"YES",20,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",190,75,20.7756232686981
"3454","FEMALE",61,"60-64","RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,690,"MARRIED","MOSTLY SATISFIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,97,36.0648423557406
"3455","FEMALE",41,"35-44","URBAN BELOW 20,000","Malopolskie","VOCATIONAL/GRAMMAR","production and processing","EMPLOYED IN PRIVATE SECTOR",0,1270,"MARRIED","MIXED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,47,18.359375
"3456","MALE",28,"25-34","URBAN 100,000-200,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","technical science","UNEMPLOYED",24,0,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"YES",26,"NO","NO","NO","0","NO",NA,NA,"NONE",185,87,25.4200146092038
"3457","FEMALE",25,"25-34","URBAN 500,000 AND OVER","Malopolskie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",168,59,20.9041950113379
"3458","FEMALE",32,"25-34","URBAN BELOW 20,000","Lubuskie","SECONDARY","production and processing","OTHER ECONOMICALLY INACTIVE",24,800,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,68,24.9770431588613
"3459","FEMALE",82,"65+","RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","not applicable","RETIRED",0,1150,"WIDOWED","MIXED",18,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,85,33.203125
"3460","MALE",51,"45-59","URBAN 500,000 AND OVER","Dolnoslaskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED","MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"YES",20,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",190,90,24.9307479224377
"3461","FEMALE",51,"45-59","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","economy and administration","SELF-EMPLOYED",0,1500,"SINGLE","MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",156,85,34.9276791584484
"3462","MALE",63,"60-64","RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","law","UNEMPLOYED",24,699,"LEGALLY SEPARATED","MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",0,"YES","YES","NO","0","NO",NA,NA,"NONE",169,82,28.7104793249536
"3463","FEMALE",57,"45-59","RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","agriculture, forestry, fishing","EMPLOYED IN PUBLIC SECTOR",0,2200,"MARRIED","PLEASED",3,"IT`S DIFFICULT TO TELL","YES","YES","NO",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",168,58,20.5498866213152
"3464","FEMALE",88,"65+","RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,890,"WIDOWED","MIXED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,60,22.038567493113
"3465","FEMALE",70,"65+","RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,0,"MARRIED","PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",169,63,22.0580511886839
"3466","FEMALE",37,"35-44","URBAN 20,000-100,000","Pomorskie","POST-SECONDARY OR HIGHER","social sciences","EMPLOYED IN PUBLIC SECTOR",0,1000,"MARRIED","MOSTLY SATISFIED",5,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,90,31.1418685121107
"3467","FEMALE",31,"25-34","URBAN BELOW 20,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","services for the population and transport services","UNEMPLOYED",24,0,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","NETHERLANDS","NONE",164,59,21.9363474122546
"3468","MALE",22,"16-24","RURAL AREAS","Podkarpackie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",6,1000,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",182,70,21.1327134404057
"3469","FEMALE",48,"45-59","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PUBLIC SECTOR",0,0,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",175,60,19.5918367346939
"3470","MALE",37,"35-44","RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","services for the population and transport services","UNEMPLOYED",10,500,"SINGLE","MIXED",5,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",15,"YES",10,"YES","YES","NO","0","NO",NA,NA,"NONE",173,60,20.0474456213038
"3471","FEMALE",47,"45-59","RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","social sciences","EMPLOYED IN PUBLIC SECTOR",0,5000,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",165,55,20.2020202020202
"3472","FEMALE",51,"45-59","URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","economy and administration","EMPLOYED IN PUBLIC SECTOR",0,1300,"DIVORCED","MOSTLY DISSATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",160,70,27.34375
"3473","MALE",33,"25-34","URBAN 100,000-200,000","Podkarpackie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED","MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"YES",10,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",180,100,30.8641975308642
"3474","FEMALE",76,"65+","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","physical sciences","RETIRED",0,2400,"MARRIED","MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",164,72,26.7697798929209
"3475","MALE",29,"25-34","RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","economy and administration","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",182,90,27.170631566236
"3476","FEMALE",89,"65+","URBAN BELOW 20,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",0,1100,"WIDOWED","MIXED",20,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",155,60,24.9739854318418
"3477","FEMALE",73,"65+","URBAN 100,000-200,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,1440,"MARRIED","MOSTLY SATISFIED",8,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",150,73,32.4444444444444
"3478","FEMALE",46,"45-59","URBAN BELOW 20,000","Malopolskie","SECONDARY","no specialisation","EMPLOYED IN PUBLIC SECTOR",0,720,"MARRIED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",161,75,28.9340689016627
"3479","FEMALE",64,"60-64","URBAN 100,000-200,000","Kujawsko-pomorskie","SECONDARY","no specialisation","RETIRED",0,620,"MARRIED","MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",20,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",165,48,17.6308539944904
"3480","FEMALE",67,"65+","RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,68,25.2825698988697
"3481","MALE",36,"35-44","URBAN 20,000-100,000","Slaskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,1800,"MARRIED","MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,65,21.2244897959184
